song,song_popularity,artist,album,album_cover,artist_popularity,genre
Reconsider Baby,47,Lowell Fulson,Hung Down Head,https://i.scdn.co/image/ab67616d0000b273a7ce4bb56cfd88f584109134,37,blues
Meet Me in the City,47,Junior Kimbrough,First Recordings,https://i.scdn.co/image/ab67616d0000b27363b7e3b8951104a28ddfa3bb,39,blues
Sensitive Kind,47,John Mayall,A Sense Of Place,https://i.scdn.co/image/ab67616d0000b2739c106066f658cc2761bb513b,44,blues
Stop,47,Mike Bloomfield,Super Session (with Al Kooper & Stephen Stills),https://i.scdn.co/image/ab67616d0000b273457c10ba077a65bb5fff437e,38,blues
Grits Ain't Groceries (All Around The World),47,Little Milton,Grits Ain't Groceries,https://i.scdn.co/image/ab67616d0000b27341b9960bd547e4e6049041aa,37,blues
Baby What You Want Me To Do,47,Jimmy Reed,The Very Best of Jimmy Reed,https://i.scdn.co/image/ab67616d0000b27319dd0643b4b58c01f46012eb,42,blues
I'm A King Bee,47,Slim Harpo,Sings Raining In My Heart,https://i.scdn.co/image/ab67616d0000b273cd01b972f0a4d23c17caef9e,45,blues
That's All Right - 1950 Single Version,47,Jimmy Rogers,Chicago Bound,https://i.scdn.co/image/ab67616d0000b273ab76e532fa011e617a8f29fe,40,blues
Mean Mistreater,47,Johnny Winter,Johnny Winter,https://i.scdn.co/image/ab67616d0000b27305e6346e31e001003b24cb21,45,blues
A Fool No More,47,Peter Green,In the Skies,https://i.scdn.co/image/ab67616d0000b27320082a2c8429eabe6d9ece91,44,blues
You Can't Judge A Book By Its Cover,47,Bo Diddley,The Chess Box,https://i.scdn.co/image/ab67616d0000b273c0656fcc460301adc2183e71,47,blues
How Blue Can You Get?,47,B.B. King,Live In Cook County Jail,https://i.scdn.co/image/ab67616d0000b2730f652cda5b73d2a27b0844c4,61,blues
Part Time Love,47,Clarence Carter,This Is Clarence Carter,https://i.scdn.co/image/ab67616d0000b273b50da8fd321b7e9ca14fdf6f,46,blues
Double Trouble,47,Otis Rush,The Essential Otis Rush,https://i.scdn.co/image/ab67616d0000b2730cbe1cd9eab0af72e95507a4,41,blues
Give Me Back My Wig - Remastered,47,Hound Dog Taylor,Alligator Records 50 Years Of Genuine Houserockin' Music,https://i.scdn.co/image/ab67616d0000b27358ec8488fe62becd1d1c47d8,37,blues
Blue Monday Hangover - Remastered,47,Albert Collins,Alligator Records 50 Years Of Genuine Houserockin' Music,https://i.scdn.co/image/ab67616d0000b27358ec8488fe62becd1d1c47d8,45,blues
Should I Wait,47,Luther Allison,The Alligator Records Years,https://i.scdn.co/image/ab67616d0000b273c5894504e86ff34b73b5e3bd,41,blues
Catfish Blues - Live,47,Gary Clark Jr.,Gary Clark Jr. Live,https://i.scdn.co/image/ab67616d0000b27343d079274c5ea12ff1d0ba47,59,blues
Hide Away,47,Freddie King,Texas Sensation,https://i.scdn.co/image/ab67616d0000b2736de50d59e8c6f58e4ec2be14,51,blues
Need To Know Basis,47,Ben Harper,Bloodline Maintenance,https://i.scdn.co/image/ab67616d0000b27398e09fc1518826ed6927dc7a,62,blues
Get Real High,47,The California Honeydrops,Get Real High,https://i.scdn.co/image/ab67616d0000b2739e763abcd4ed7f9e00522fc2,50,blues
belladonna,47,Son Little,aloha,https://i.scdn.co/image/ab67616d0000b2730d830a3889104c583daff2e4,53,blues
Lonesome In My Bedroom,47,Luther Johnson,They Call Me the Popcorn Man (France 1975) [Blues Reference],https://i.scdn.co/image/ab67616d0000b273e567999ac091300ab09b78d7,32,blues
Gunsmoke Blues (feat. Jason Isbell),47,Buddy Guy,Gunsmoke Blues (feat. Jason Isbell),https://i.scdn.co/image/ab67616d0000b27395163df2ff6d1be7306ee802,53,blues
Going Down South,47,The Black Keys,Delta Kream,https://i.scdn.co/image/ab67616d0000b27336e728713c7959cb5121d37b,70,blues
Shelter Me,47,Tab Benoit,Power Of The Pontchartrain,https://i.scdn.co/image/ab67616d0000b2734b1357b60476c7d00aa2d5b3,45,blues
I Remember You,47,Keb' Mo',Oklahoma,https://i.scdn.co/image/ab67616d0000b2733b2686e1a1c01112906d8afc,52,blues
Move It On Over,47,George Thorogood & The Destroyers,The Baddest Of George Thorogood And The Destroyers,https://i.scdn.co/image/ab67616d0000b273eb67e403f9776e34ef084706,60,blues
Boom Boom,47,John Lee Hooker,Boom Boom,https://i.scdn.co/image/ab67616d0000b27394912e753665937a977fde07,57,blues
Catfish Blues,47,Jimi Hendrix,Blues,https://i.scdn.co/image/ab67616d0000b2731e3d153c8ecda03a495ca811,70,blues
Happy With My French Friends,46,Hubert Sumlin,My Guitar and Me (Blues Reference),https://i.scdn.co/image/ab67616d0000b27333a41d6197646e2c96edeaa2,38,blues
Sadie,46,Son Seals,Nothing But The Truth,https://i.scdn.co/image/ab67616d0000b2730096e3e486cb98c37957cf90,35,blues
Rings,46,Lonnie Mack,The Hills Of Indiana,https://i.scdn.co/image/ab67616d0000b273f4d9d72f2f1f59212b2ca1a2,35,blues
Am I Wrong,46,Keb' Mo',Martin Scorsese Presents The Blues: Keb' Mo',https://i.scdn.co/image/ab67616d0000b27312c4dbb67123c00c62a59b14,52,blues
Who's Been Talkin'?,46,Lucky Peterson,I'm Ready,https://i.scdn.co/image/ab67616d0000b2735391422041ca4e78ffd48f44,44,blues
Little Angel Child,46,Jimmy Dawkins,Fast Fingers,https://i.scdn.co/image/ab67616d0000b273b59f65b78a1b03e204ade7f2,31,blues
Don't Ever Let Nobody Drag Your Spirit Down,46,Eric Bibb,Sisters & Brothers,https://i.scdn.co/image/ab67616d0000b273367c0fcb29b8ad5f3ed295ef,42,blues
"One Scotch, One Bourbon, One Beer",46,Amos Milburn,Down The Road Apiece -The Best Of Amos Milburn,https://i.scdn.co/image/ab67616d0000b27330f4ac16d2fd59d267cc39d0,34,blues
Lonely Bed,46,Albert Cummings,True To Yourself,https://i.scdn.co/image/ab67616d0000b273d14c9f38f597513e0fa083aa,37,blues
Hoo Doo,46,Omar and The Howlers,Zoltar's Walk,https://i.scdn.co/image/ab67616d0000b2737e3a2ad7992d4f1f2426d754,34,blues
Mojo Hand,46,Lightnin' Hopkins,Mojo Hand,https://i.scdn.co/image/ab67616d0000b27359ae3ac2f6930aea0918df74,44,blues
"Oh, Pretty Woman - Mono Mix",46,Albert King,Born Under A Bad Sign (Mono),https://i.scdn.co/image/ab67616d0000b27353d060bca8e1bfe646f09ef7,49,blues
Now That I'm Down,46,Son Seals,The Son Seals Blues Band,https://i.scdn.co/image/ab67616d0000b2731c72a9c2b500dd9555aed631,35,blues
California - Live,46,John Mayall,The Turning Point,https://i.scdn.co/image/ab67616d0000b27317e9aec506f498c4af61a7ea,44,blues
"Buzz Me, Babe",46,Slim Harpo,Sings Raining In My Heart,https://i.scdn.co/image/ab67616d0000b273cd01b972f0a4d23c17caef9e,45,blues
I'd Rather Go Blind,46,Koko Taylor,From The Heart Of A Woman,https://i.scdn.co/image/ab67616d0000b273cfc4fdb8fd4fd866f434a46c,43,blues
I'll Play The Blues For You - Edit,46,Albert King,Chronicle,https://i.scdn.co/image/ab67616d0000b273160f714200ee6ff98f2a3cae,49,blues
Texas Flood,46,Larry Davis,The Best Of Duke-Peacock Blues,https://i.scdn.co/image/ab67616d0000b273301cdd22ab15499a027e9a77,30,blues
Reconsider Baby,46,Lowell Fulson,The Complete Chess Masters,https://i.scdn.co/image/ab67616d0000b273cbabe513e30d2b73714622fe,37,blues
I'm A King Bee,46,Slim Harpo,Best Of Slim Harpo,https://i.scdn.co/image/ab67616d0000b273ed1e872f24ecd5e6c95a1adb,45,blues
I'm A Woman - Remastered,46,Koko Taylor,Alligator Records 50 Years Of Genuine Houserockin' Music,https://i.scdn.co/image/ab67616d0000b27358ec8488fe62becd1d1c47d8,43,blues
That's How Love Is Made,46,The War and Treaty,That's How Love Is Made,https://i.scdn.co/image/ab67616d0000b273b0a4979c9e94d115a7e6b4cd,43,blues
Nightflyer,46,Allison Russell,Nightflyer,https://i.scdn.co/image/ab67616d0000b273f8867379cfe187ec70ccc5ea,47,blues
Ice Cream & Cigarettes,46,Million Miles,Ice Cream & Cigarettes,https://i.scdn.co/image/ab67616d0000b2739e32f9f33783e69dede46ca3,31,blues
Set Sail part I (featuring Lamar Williams Jr.),46,North Mississippi Allstars,Set Sail,https://i.scdn.co/image/ab67616d0000b27342e8c2e540d85f39a5a63273,46,blues
Do I Move You?,46,Nina Simone,Nina Simone Sings The Blues (Expanded Edition),https://i.scdn.co/image/ab67616d0000b2738c1edace3ab711d2963dfdc8,67,blues
Hummingbird,46,B.B. King,Indianola Mississippi Seeds,https://i.scdn.co/image/ab67616d0000b273dac4fc8f79d08515f048ddc7,61,blues
End Of The Line,46,Dr. John,End Of The Line [Feat. Aaron Neville],https://i.scdn.co/image/ab67616d0000b2733414ce39b9310763a1b70df2,53,blues
An Honest Man,46,Fantastic Negrito,An Honest Man,https://i.scdn.co/image/ab67616d0000b2734912a7dd928a71c6804b03ec,46,blues
Flesh & Bone (Dedicated to B.B. King) (with Van Morrison),46,Buddy Guy,Born To Play Guitar,https://i.scdn.co/image/ab67616d0000b273e5881fd9af2b94f40e5cc8d0,53,blues
Plastic Hamburgers,46,Fantastic Negrito,Please Don't Be Dead,https://i.scdn.co/image/ab67616d0000b2738c32dafc731084fac8f233ac,46,blues
Statesboro Blues,46,Allman Brothers Band,The 1971 Fillmore East Recordings,https://i.scdn.co/image/ab67616d0000b2735d20a64aabf010238688f3d2,63,blues
I Ain't Superstitious,46,Howlin' Wolf,The London Howlin’ Wolf Sessions (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b273f9871cec2e189891dd193e10,52,blues
Coffee Blues,45,Mississippi John Hurt,Rediscovered,https://i.scdn.co/image/ab67616d0000b273098f82d9514c81c82df554c9,41,blues
Jumper Hanging Out On the Line,45,R.L. Burnside,Mississippi Blues,https://i.scdn.co/image/ab67616d0000b273392b959593f29f3e9bc30cf6,44,blues
"Dark Was the Night, Cold Was the Ground",45,Blind Willie Johnson,Dark Was The Night (Mojo Workin'- Blues For The Next Generation),https://i.scdn.co/image/ab67616d0000b273ca26ce52fd1ac32db22ecacc,33,blues
The Things That I Used To Do,45,Guitar Slim,Sufferin' Mind,https://i.scdn.co/image/ab67616d0000b27384c5a8fdb500987c7ba35fe9,30,blues
Rock Me Baby,45,Mighty Joe Young,The Sonet Blues Story,https://i.scdn.co/image/ab67616d0000b2735956d7a95247556fbe7435b1,35,blues
Cold Hearted Woman,45,Magic Slim,Tin Pan Alley,https://i.scdn.co/image/ab67616d0000b273fd488a8f4424976a1836d99d,34,blues
Ain't Got Nobody,45,Hound Dog Taylor,Genuine Houserocking Music,https://i.scdn.co/image/ab67616d0000b273a81f04f52ea4066084025c51,37,blues
The Stumble,45,John Mayall & The Bluesbreakers,A Hard Road,https://i.scdn.co/image/ab67616d0000b273c4595e90ad79731a49058f57,48,blues
Spoonful,45,Willie Dixon,Poet Of the Blues (Mojo Workin'- Blues For The Next Generation),https://i.scdn.co/image/ab67616d0000b27300a4008af1d4630c52988367,42,blues
"Whiskey, Beer & Wine",45,Buddy Guy,Born To Play Guitar,https://i.scdn.co/image/ab67616d0000b273e5881fd9af2b94f40e5cc8d0,53,blues
Let The Good Times Roll,45,Louis Jordan & His Tympany Five,The Best Of Louis Jordan,https://i.scdn.co/image/ab67616d0000b27327cc22c2a678d369d1364d02,41,blues
"Baby, Please Don't Go",45,AC/DC,'74 Jailbreak,https://i.scdn.co/image/ab67616d0000b27310bf017ea10a0887469e2763,80,blues
L'hotel Serein,45,All Them Witches,L'hotel Serein,https://i.scdn.co/image/ab67616d0000b273745fc04939c578ffab5baaa2,52,blues
Ain't Gotta Worry Child,45,Charley Crockett,Lonesome as a Shadow,https://i.scdn.co/image/ab67616d0000b27313aabce404a318c3005e9bc5,58,blues
The Lengths,45,The Black Keys,Rubber Factory,https://i.scdn.co/image/ab67616d0000b2733c8bb73045c90b75cc01dcb9,70,blues
Don't Let The Devil Ride,45,"Leo ""Bud"" Welch",The Angels In Heaven Done Signed My Name,https://i.scdn.co/image/ab67616d0000b273fd32201fa260fdaafcaa1ee9,28,blues
I Ain't Drunk - Remastered,45,Albert Collins,Cold Snap (Remastered),https://i.scdn.co/image/ab67616d0000b273b18b02d398ecfb0ddf306449,45,blues
Outside Of This Town,45,"Christone ""Kingfish"" Ingram",Kingfish,https://i.scdn.co/image/ab67616d0000b273545413916f590cb450be5db5,45,blues
You Can't Teach An Old Dog New Tricks,45,Seasick Steve,You Can't Teach An Old Dog New Tricks,https://i.scdn.co/image/ab67616d0000b273dfeee4a050467f2c8d38a0c0,43,blues
I'm Glad Trouble Don't Last Always,45,Luke Winslow-King,I'm Glad Trouble Don't Last Always,https://i.scdn.co/image/ab67616d0000b273ba6d2b684bff2065206f30b2,35,blues
"Honey, Hush aka Talking Woman Blues",45,Albert Collins,Ice Pickin',https://i.scdn.co/image/ab67616d0000b273ab7120e16c330940e2ebb5a5,45,blues
You Gotta Move,44,Mississippi Fred McDowell,You Gotta Move,https://i.scdn.co/image/ab67616d0000b273d2c753e269d9e05e565cbff0,34,blues
Messin' With The Kid,44,Junior Wells' Chicago Blues Band,Vanguard Visionaries,https://i.scdn.co/image/ab67616d0000b27322a7009a329212d625c040f7,29,blues
Do Unto Others,44,Pee Wee Crayton,Pee Wee's Blues: The Complete Aladdin And Imperial Recordings,https://i.scdn.co/image/ab67616d0000b2736c9a8055305dbc83bf4761a6,32,blues
This Man,44,Robert Cray,That's What I Heard,https://i.scdn.co/image/ab67616d0000b273d932ff8294d6e648025dbf26,46,blues
Hey Joe - Live,44,Roy Buchanan,"Live From Austin, TX",https://i.scdn.co/image/ab67616d0000b273f9a2ed8bbd91f13d86b916de,42,blues
I'll Take Care Of You,44,"Bobby ""Blue"" Bland","I Pity The Fool: The Duke Recordings, Vol. One",https://i.scdn.co/image/ab67616d0000b2738f690b12fd4e8808b11c357d,47,blues
Who You Gonna Hoodoo Now?,44,Tony Joe White,Hoodoo,https://i.scdn.co/image/ab67616d0000b2737bcdae4afa1e2f59b01a7770,49,blues
Chained To The Rhythm,44,Amythyst Kiah,Pensive Pop,https://i.scdn.co/image/ab67616d0000b273570049ba2c9d30dd9c49c53b,44,blues
Empty Me Out,44,Liz Vice,There's a Light,https://i.scdn.co/image/ab67616d0000b27320bec74018b7e51aa60f5cd8,37,blues
Hit 'Em Back,44,Shemekia Copeland,Hit 'Em Back,https://i.scdn.co/image/ab67616d0000b27324e151055b1742d199aa36f3,39,blues
Over You,44,Seratones,POWER,https://i.scdn.co/image/ab67616d0000b273d488d4815e4c425d17ff7050,36,blues
As The Years Go Passing By,44,Gary Moore,Still Got The Blues,https://i.scdn.co/image/ab67616d0000b273b586fc87d8bde3ba953f233a,59,blues
Backlash Blues,44,Nina Simone,Nina Simone Sings The Blues (Expanded Edition),https://i.scdn.co/image/ab67616d0000b2738c1edace3ab711d2963dfdc8,67,blues
Bleach Blonde Bottle Blues,44,Larkin Poe,Venom & Faith,https://i.scdn.co/image/ab67616d0000b273e85251cefe6324c1135c9e20,47,blues
Take It All,44,Danielle Nicole,Wolf Den,https://i.scdn.co/image/ab67616d0000b273b1c349c149c403c2ad0d3988,35,blues
Why Don't You Eat Where You Slept Last Night?,44,Zuzu Bollin,Texas Bluesman,https://i.scdn.co/image/ab67616d0000b273a69f30b51e2933a6862ae780,28,blues
Don't Leave Me Here,44,Taj Mahal,TajMo,https://i.scdn.co/image/ab67616d0000b273ac9aeba6b1c9fbbd95a958ea,54,blues
Call It Stormy Monday But Tuesday Is Just As Bad,43,T-Bone Walker,The Complete Capitol / Black & White Recordings,https://i.scdn.co/image/ab67616d0000b2736b5a168f4dc1640d7ab69e53,44,blues
Christo Redemptor,43,Charlie Musselwhite,Stand Back!,https://i.scdn.co/image/ab67616d0000b273cd32199f9ba1773e2ea18c30,41,blues
Evenin',43,Jimmy Witherspoon,Evenin' Blues,https://i.scdn.co/image/ab67616d0000b273cffa04fdeeaf21301bf2ceed,34,blues
Dengue Woman Blues,43,Jimmie Vaughan,The Essential Jimmie Vaughan,https://i.scdn.co/image/ab67616d0000b273027a4fed3c0ff6619fef70e4,39,blues
My Journey To The Sky,43,Sister Rosetta Tharpe,Gospel Train (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273335f00b1e40586a31fb24d33,39,blues
Kiss Of Death,43,Tinsley Ellis,Midnight Blue,https://i.scdn.co/image/ab67616d0000b2739b391ff3ed096c91d0598d00,35,blues
Life by the Drop,43,Doyle Bramhall,Fitchburg Street,https://i.scdn.co/image/ab67616d0000b27324dbe3c621723dbeac499f39,34,blues
Freight train,43,Elizabeth Cotten,Freight Train and Other North Carolina Folk Songs and Tunes,https://i.scdn.co/image/ab67616d0000b2730611e65ba66e3946c18c61ba,36,blues
Gangster Of Love,43,"Johnny ""Guitar"" Watson",Vivid Sound,https://i.scdn.co/image/ab67616d0000b27348cc5170fb945cbe88e4de05,40,blues
It Hurts Me Too,43,Elmore James,Street Talkin',https://i.scdn.co/image/ab67616d0000b273e69eab7cef75cc7aae43d104,44,blues
Hello Central (Give Me 209),43,Lightnin' Hopkins,The Best Of Lightnin' Hopkins,https://i.scdn.co/image/ab67616d0000b27368b1be2bc3517d168eb0603f,44,blues
Sweet Home Chicago,43,Robert Johnson,King Of The Delta Blues Singers (Volume 2),https://i.scdn.co/image/ab67616d0000b2733a94a6f11c395cca8227d5d5,44,blues
Whole Lotta Shakin' Goin' On,43,Big Maybelle,R&B: From Doo-Wop To Hip-Hop,https://i.scdn.co/image/ab67616d0000b273980caf4dd525a15f08f8cb87,34,blues
Set My Soul on Fire,43,The War and Treaty,Down to the River,https://i.scdn.co/image/ab67616d0000b273f318485125d68b699e371b4a,43,blues
Amen,43,War & Pierce,Amen,https://i.scdn.co/image/ab67616d0000b27373b6c8c3d51fa4ba9ec90627,28,blues
Magnolia Blues,43,Adia Victoria,Magnolia Blues,https://i.scdn.co/image/ab67616d0000b2730b1b2704c9a142f9049f575e,40,blues
We Go Back (feat. Mavis Staples),43,Buddy Guy,We Go Back (feat. Mavis Staples),https://i.scdn.co/image/ab67616d0000b2730162026bcb659fe37f83372d,53,blues
Bad Woman Blues,43,Beth Hart,War In My Mind,https://i.scdn.co/image/ab67616d0000b27352dd1d15bb7f090da8441692,53,blues
Holy Ghost Fire,43,Larkin Poe,Holy Ghost Fire,https://i.scdn.co/image/ab67616d0000b273db0e66788324247c32c9245b,47,blues
Money and Fools,43,Benny Walker,Chosen Line,https://i.scdn.co/image/ab67616d0000b273e22ea0b38db040c9ded836f8,28,blues
Catfish,43,North Mississippi Allstars,Catfish,https://i.scdn.co/image/ab67616d0000b2734fd25757e0e4bfa6542d2841,46,blues
Am I Wrong,43,Keb' Mo',Keb' Mo',https://i.scdn.co/image/ab67616d0000b27324cdb58fe74725831c430533,52,blues
Got My Mojo Working,43,Muddy Waters,The Chess Box,https://i.scdn.co/image/ab67616d0000b273dc8136afa6d14e89c8c321e6,55,blues
Voodoo Chile Blues,43,Jimi Hendrix,Blues,https://i.scdn.co/image/ab67616d0000b2731e3d153c8ecda03a495ca811,70,blues
The Sky Is Crying,43,Elmore James,Shake Your Moneymaker: The Best of the Fire Sessions,https://i.scdn.co/image/ab67616d0000b273d20567ecbd3379703430927e,44,blues
Albert's Shuffle,43,Al Kooper,Al's Big Deal,https://i.scdn.co/image/ab67616d0000b2737038086db7e42ed38ff80950,42,blues
The Super-Natural,43,John Mayall & The Bluesbreakers,A Hard Road,https://i.scdn.co/image/ab67616d0000b273c4595e90ad79731a49058f57,48,blues
Tattoo'd Lady,43,Rory Gallagher,Tattoo (Remastered 2017),https://i.scdn.co/image/ab67616d0000b2732c6cae622b79bdd649434d64,54,blues
Sure Got Cold After the Rain Fell,43,ZZ Top,Rio Grande Mud,https://i.scdn.co/image/ab67616d0000b273f3513bf4831af1afaf36e493,68,blues
Shake Your Money Maker,43,Elmore James,Dust My Broom,https://i.scdn.co/image/ab67616d0000b273cb8db62373660ec759e02190,44,blues
Alabama Blues,42,J.B. Lenoir,Alabama Blues!,https://i.scdn.co/image/ab67616d0000b273c66e0f533d2dd6182d2a6c40,36,blues
Born in Chicago,42,The Paul Butterfield Blues Band,The Paul Butterfield Blues Band,https://i.scdn.co/image/ab67616d0000b273d0a5c17238ebf766c2d0a79a,39,blues
Baby Please Don't Go,42,Big Joe Williams,Going Back to Crawford,https://i.scdn.co/image/ab67616d0000b273ef40ea50399fdfedaf8547cc,29,blues
Blues Ain't Nothin',42,Johnny Copeland,Jungle Swing,https://i.scdn.co/image/ab67616d0000b2730137124dfd668d7dc60f1bb6,32,blues
Nobody Knows You When You're Down and Out - 78rpm Version,42,Bessie Smith,The Essential Bessie Smith,https://i.scdn.co/image/ab67616d0000b27342d93283590f758aad83807e,38,blues
She's Fine,42,A.C. Reed,"Living Chicago Blues, Vol. 3",https://i.scdn.co/image/ab67616d0000b27329d2f00f8558c7edea5a04d1,28,blues
Death Don't Have No Mercy,42,Rev. Gary Davis,Harlem Street Singer,https://i.scdn.co/image/ab67616d0000b273e4149df510840d5fdaa7565d,29,blues
Nobody Knows You When You're Down And Out,42,Scrapper Blackwell,Mr. Scrapper's Blues,https://i.scdn.co/image/ab67616d0000b2732f8a22133de1a447e23d2c5a,27,blues
Ten Million Slaves,42,Otis Taylor,Recapturing The Banjo,https://i.scdn.co/image/ab67616d0000b273b3c466fe5d79d1bcbee8decc,40,blues
The Walk,42,Jimmy McCracklin,I Had To Get With It: The Best Of The Imperial & Minit Years,https://i.scdn.co/image/ab67616d0000b273917fb6f3ad79f39ffce5a54f,27,blues
Mama Talk To Your Daughter,42,J.B. Lenoir,Natural Man (Expanded Edition),https://i.scdn.co/image/ab67616d0000b2730146a1e8acc7f7723b01db50,36,blues
Jockey Full Of Bourbon,42,John Hammond,Wicked Grin,https://i.scdn.co/image/ab67616d0000b27361fd2c18f28d53c757258bcb,38,blues
Mystery Train,42,The Paul Butterfield Blues Band,The Paul Butterfield Blues Band,https://i.scdn.co/image/ab67616d0000b273d0a5c17238ebf766c2d0a79a,39,blues
I'm Satisfied,42,Mississippi John Hurt,Rediscovered,https://i.scdn.co/image/ab67616d0000b273098f82d9514c81c82df554c9,41,blues
That's What Love Will Make You Do,42,Little Milton,Tin Pan Alley,https://i.scdn.co/image/ab67616d0000b2738e34b9fddf89eccd682d4c22,37,blues
"Shame, Shame, Shame",42,Jimmy Reed,The Very Best of Jimmy Reed,https://i.scdn.co/image/ab67616d0000b27319dd0643b4b58c01f46012eb,42,blues
